AptamerID,Target,MeanEnergy,
AB3-53,Tramadol,-120.398898,
AB3-53,L-Tryptophan,-101.1838479,
AB3-53,Tyramine,-92.49788707,
AB3-53,Tyrosine,-105.0550182,
AB3-53,Xylazine,-91.47386612,
AB3-53,"N,N-dimethyltryptamine",-110.3148315,
AB4-53,AB-Fubinaca,-102.1110633,
AB4-53,Acetaminophen,-107.797837,
AB4-53,Acetyl fentanyl,-125.7492395,
AB4-53,Alprazolam,-123.4056125,
AB4-53,Amoxapine,-113.0222108,
AB4-53,Amphetamine,-104.4249977,
AB4-53,Benzocaine,-147.9451275,
AB4-53,Benzoylecgonine,-137.5378734,
AB4-53,Benztropine,-103.6962955,
AB4-53,Bupropion,-119.2855578,
AB4-53,Caffeine,-132.672204,
AB4-53,Chlorpromazine,-91.04640255,
AB4-53,Citalopram,-102.0572131,
AB4-53,Clomipramine,-83.55470401,
AB4-53,Clonazepam,-126.2527664,
AB4-53,Clonixin,-112.9979668,
AB4-53,Cocaine,-120.8067054,
AB4-53,Codeine,-116.4819331,
AB4-53,Diazepam,-107.4749317,
AB4-53,Diphenhydramine,-96.43391393,
AB4-53,Dopac,-117.1538912,
AB4-53,Dopamine,-117.691209,
AB4-53,Ephedrine,-116.7698702,
AB4-53,Epinephrine,-120.4753643,
AB4-53,Ethylone,-121.1647108,
AB4-53,Fentanyl,-118.9397746,
AB4-53,Flunixin,-114.3038388,
AB4-53,Fluoxetine,-90.96114526,
AB4-53,Furanyl fentanyl,-115.7350638,
AB4-53,GABA,-104.7909107,
AB4-53,Glycine,-80.62040756,
AB4-53,Heroin,-119.8492714,
AB4-53,Homovanillic acid,-114.5391485,
AB4-53,Ibuprofen,-119.2675023,
AB4-53,LSD,-123.6010792,
AB4-53,Lactose,-185.1619968,
AB4-53,Levamisole,-107.499367,
AB4-53,Lidocaine,-115.8000387,
AB4-53,Lorazepam,-106.2281557,
AB4-53,M3P1P,-127.5224545,
AB4-53,MDMA,-124.0745811,
AB4-53,Mannitol,-156.2656762,
AB4-53,Mephedrone,-108.6377277,
AB4-53,Methadone,-90.24593807,
AB4-53,Methamphetamine,-106.7973816,
AB4-53,Methylenedioxypyrovalerone,-115.3611362,
AB4-53,Methylphenidate,-117.3306967,
AB4-53,Morphine,-120.9976321,
AB4-53,Naloxone,-123.6973065,
AB4-53,Naltrexone,-125.5193784,
AB4-53,Nicotine,-114.156439,
AB4-53,Norepinephrine,-124.8057036,
AB4-53,Normorphine,-125.5193784,
AB4-53,Oxycodone,-126.7576639,
AB4-53,Papaverine,-114.1721903,
AB4-53,Phenylalanine,-116.5952823,
AB4-53,Pholedrine,-115.258495,
AB4-53,Procaine,-130.579408,
AB4-53,Pseudoephedrine,-112.1131444,
AB4-53,Quinine,-121.0849476,
AB4-53,Scopolamine,-214.8460997,
AB4-53,Serotonin,-114.2605806,
AB4-53,Sumatriptan,-120.8322996,
AB4-53,Tramadol,-109.329959,
AB4-53,L-Tryptophan,-123.7639868,
AB4-53,Tyramine,-109.2383015,
AB4-53,Tyrosine,-124.6483219,
AB4-53,Xylazine,-94.81532787,
AB4-53,"N,N-dimethyltryptamine",-114.5664663,
AMB1,AB-Fubinaca,-63.95929417,
AMB1,Acetyl fentanyl,-74.23703324,
AMB1,Cocaine,-76.77038707,
AMB1,Fentanyl,-74.3124112,
AMB1,Flunixin,-65.1625296,
AMB1,Furanyl fentanyl,-79.34418944,
AMB1,Heroin,-80.73760701,
AMB1,Methamphetamine,-54.30428962,
AMB1,Morphine,-67.47414617,
AMB1,Oxycodone,-72.53002049,
AMB25,AB-Fubinaca,-82.11697632,
AMB25,Acetyl fentanyl,-76.64654372,
AMB25,Cocaine,-97.23528005,
AMB25,Fentanyl,-83.30915073,
AMB25,Flunixin,-75.14716758,
AMB25,Furanyl fentanyl,-87.99552368,
AMB25,Heroin,-116.4265301,
AMB25,Methamphetamine,-65.09485428,
AMB25,Morphine,-105.9558037,
AMB25,Oxycodone,-111.2088365,
AMB2F,AB-Fubinaca,-54.98416439,
AMB2F,Acetyl fentanyl,-51.28584927,
AMB2F,Cocaine,-58.42657332,
AMB2F,Fentanyl,-44.8979531,
AMB2F,Flunixin,-63.29970173,
AMB2F,Furanyl fentanyl,-45.15706512,
AMB2F,Heroin,-59.080148,
AMB2F,Methamphetamine,-59.03669854,
AMB2F,Morphine,-65.15428506,
AMB2F,Oxycodone,-69.35857923,
AMB2P,AB-Fubinaca,-60.93827413,
AMB2P,Acetyl fentanyl,-58.79530738,
AMB2P,Cocaine,-59.68165984,
AMB2P,Fentanyl,-57.80483151,
AMB2P,Flunixin,-55.92715847,
AMB2P,Furanyl fentanyl,-55.75249317,
AMB2P,Heroin,-55.01754554,
AMB2P,Methamphetamine,-41.23315118,
AMB2P,Morphine,-52.06074909,
AMB2P,Oxycodone,-57.71710383,
AMB3,AB-Fubinaca,-55.91553051,
AMB3,Acetyl fentanyl,-57.66233379,
AMB3,Cocaine,-49.93634563,
AMB3,Fentanyl,-48.89493852,
AMB3,Flunixin,-57.74001138,
AMB3,Furanyl fentanyl,-48.48824909,
AMB3,Heroin,-57.2664071,
AMB3,Methamphetamine,-42.14280965,
AMB3,Morphine,-50.19940118,
AMB3,Oxycodone,-56.48995674,
AMB5,AB-Fubinaca,-58.42275956,
AMB5,Acetyl fentanyl,-48.03272541,
AMB5,Cocaine,-54.75493169,
AMB5,Fentanyl,-48.49605874,
AMB5,Flunixin,-54.76096311,
AMB5,Furanyl fentanyl,-50.87301002,
AMB5,Heroin,-61.03783015,
AMB5,Methamphetamine,-44.28493397,
AMB5,Morphine,-54.70569672,
AMB5,Oxycodone,-58.48123634,
AMB7,AB-Fubinaca,-65.92853142,
AMB7,Acetyl fentanyl,-78.2190551,
AMB7,Cocaine,-64.23663934,
AMB7,Fentanyl,-60.50389344,
AMB7,Flunixin,-70.85510701,
AMB7,Furanyl fentanyl,-61.42148452,
AMB7,Heroin,-79.6571949,
AMB7,Methamphetamine,-56.17518443,
AMB7,Morphine,-69.98568078,
AMB7,Oxycodone,-73.29153689,
E1,AB-Fubinaca,-125.9474271,
E1,Acetyl fentanyl,-148.9214777,
E1,Cocaine,-133.9190938,
E1,Fentanyl,-128.9611521,
E1,Flunixin,-112.3531626,
E1,Furanyl fentanyl,-140.1404804,
E1,Heroin,-146.817377,
E1,Methamphetamine,-90.98163707,
E1,Morphine,-124.3469444,
E1,Oxycodone,-136.0949044,
E2,AB-Fubinaca,-78.3682878,
E2,Acetyl fentanyl,-81.19221311,
E2,Cocaine,-69.85640938,
E2,Fentanyl,-75.02214026,
E2,Flunixin,-74.72293716,
E2,Furanyl fentanyl,-71.49655965,
E2,Heroin,-82.15874545,
E2,Methamphetamine,-56.42890938,
E2,Morphine,-77.33923953,
E2,Oxycodone,-80.69769353,
E211,AB-Fubinaca,-77.37530738,
E211,Acetyl fentanyl,-71.36932832,
E211,Cocaine,-73.82741803,
E211,Fentanyl,-69.09095628,
E211,Flunixin,-65.43712204,
E211,Furanyl fentanyl,-73.78102459,
E211,Heroin,-79.52921448,
E211,Methamphetamine,-53.36534153,
E211,Morphine,-71.98224954,
E211,Oxycodone,-78.91851548,
E213,AB-Fubinaca,-88.8046061,
E213,Acetyl fentanyl,-94.5058857,
E213,Cocaine,-99.60876366,
E213,Fentanyl,-89.45817623,
E213,Flunixin,-79.81075364,
E213,Furanyl fentanyl,-98.48973133,
E213,Heroin,-110.4133083,
E213,Methamphetamine,-67.75732696,
E213,Morphine,-93.14520719,
E213,Oxycodone,-100.7329189,
E216,AB-Fubinaca,-69.26146175,
E216,Acetaminophen,-69.0592031,
E216,Acetyl fentanyl,-64.41449454,
E216,Alprazolam,-80.55576503,
E216,Amoxapine,-71.07711749,
E216,Amphetamine,-64.09192623,
E216,Benzocaine,-103.9120492,
E216,Benzoylecgonine,-78.6308561,
E216,Benztropine,-50.80125683,
E216,Bupropion,-66.90706284,
E216,Caffeine,-96.8588775,
E216,Chlorpromazine,-51.69795537,
E216,Citalopram,-55.3117122,
E216,Clomipramine,-41.46955146,
E216,Clonazepam,-80.0983561,
E216,Clonixin,-68.96794399,
E216,Cocaine,-71.54604281,
E216,Codeine,-67.83508197,
E216,Diazepam,-61.41141849,
E216,Diphenhydramine,-50.06930783,
E216,Dopac,-75.95867942,
E216,Dopamine,-78.13353825,
E216,Ephedrine,-72.74632741,
E216,Epinephrine,-78.7286908,
E216,Ethylone,-75.9424704,
E216,Fentanyl,-56.95730874,
E216,Flunixin,-68.40289845,
E216,Fluoxetine,-49.17246585,
E216,Furanyl fentanyl,-61.04443306,
E216,GABA,-74.73778689,
E216,Glycine,-66.23929417,
E216,Heroin,-73.36568078,
E216,Homovanillic acid,-74.54282104,
E216,Ibuprofen,-66.69275046,
E216,LSD,-70.8397837,
E216,Lactose,-119.5772404,
E216,Levamisole,-68.43465392,
E216,Lidocaine,-66.35967668,
E216,Lorazepam,-63.89407787,
E216,M3P1P,-80.06602459,
E216,MDMA,-77.34939208,
E216,Mannitol,-103.5943465,
E216,Mephedrone,-67.60225182,
E216,Methadone,-44.87038024,
E216,Methamphetamine,-64.12708789,
E216,Methylenedioxypyrovalerone,-64.01490437,
E216,Methylphenidate,-66.18937158,
E216,Morphine,-74.8351184,
E216,Naloxone,-73.71978142,
E216,Naltrexone,-72.51849727,
E216,Nicotine,-74.55947632,
E216,Norepinephrine,-82.80967213,
E216,Normorphine,-72.51849727,
E216,Oxycodone,-77.07792122,
E216,Papaverine,-66.58013434,
E216,Phenylalanine,-75.13134335,
E216,Pholedrine,-70.54359973,
E216,Procaine,-76.345148,
E216,Pseudoephedrine,-69.99775729,
E216,Quinine,-68.41559199,
E216,Scopolamine,-126.5004281,
E216,Serotonin,-75.38251821,
E216,Sumatriptan,-73.68895947,
E216,Tramadol,-61.2764276,
E216,L-Tryptophan,-82.02630237,
E216,Tyramine,-70.11131603,
E216,Tyrosine,-83.43096084,
E216,Xylazine,-59.04499545,
E216,"N,N-dimethyltryptamine",-68.09954918,
E22,AB-Fubinaca,-126.2017532,
E22,Acetyl fentanyl,-114.1502869,
E22,Cocaine,-108.4102505,
E22,Fentanyl,-116.4376457,
E22,Flunixin,-113.1177026,
E22,Furanyl fentanyl,-107.532541,
E22,Heroin,-122.4084176,
E22,Methamphetamine,-101.6816781,
E22,Morphine,-132.9579964,
E22,Oxycodone,-143.5740209,
E220,AB-Fubinaca,-80.02840619,
E220,Acetyl fentanyl,-75.44719945,
E220,Cocaine,-79.53094945,
E220,Fentanyl,-74.31375683,
E220,Flunixin,-71.19609062,
E220,Furanyl fentanyl,-79.72993397,
E220,Heroin,-88.93617714,
E220,Methamphetamine,-57.80116348,
E220,Morphine,-78.12005009,
E220,Oxycodone,-83.90540756,
E221,AB-Fubinaca,-72.3492031,
E221,Acetyl fentanyl,-70.69112933,
E221,Cocaine,-69.82375455,
E221,Fentanyl,-67.65955829,
E221,Flunixin,-69.14686475,
E221,Furanyl fentanyl,-73.16933515,
E221,Heroin,-79.32131831,
E221,Methamphetamine,-53.60606102,
E221,Morphine,-63.00014117,
E221,Oxycodone,-68.9015847,
E224,AB-Fubinaca,-65.464301,
E224,Acetyl fentanyl,-64.35637067,
E224,Cocaine,-64.14138661,
E224,Fentanyl,-63.06336749,
E224,Flunixin,-66.30570128,
E224,Furanyl fentanyl,-63.32112705,
E224,Heroin,-62.9053051,
E224,Methamphetamine,-50.1641143,
E224,Morphine,-60.35550091,
E224,Oxycodone,-65.07861111,
E225,AB-Fubinaca,-83.35632286,
E225,Acetyl fentanyl,-85.1534449,
E225,Cocaine,-98.76539845,
E225,Fentanyl,-92.33155738,
E225,Flunixin,-73.81242486,
E225,Furanyl fentanyl,-97.85777778,
E225,Heroin,-117.1335701,
E225,Methamphetamine,-62.74541894,
E225,Morphine,-94.38341985,
E225,Oxycodone,-94.75570128,
E226,AB-Fubinaca,-81.58160291,
E226,Acetyl fentanyl,-82.17107013,
E226,Cocaine,-87.8114276,
E226,Fentanyl,-85.10251821,
E226,Flunixin,-72.84726776,
E226,Furanyl fentanyl,-88.522352,
E226,Heroin,-89.4370469,
E226,Methamphetamine,-62.20327413,
E226,Morphine,-85.46784608,
E226,Oxycodone,-92.0817122,
E229,AB-Fubinaca,-89.84543716,
E229,Acetyl fentanyl,-84.6869194,
E229,Cocaine,-104.9025364,
E229,Fentanyl,-90.51126594,
E229,Flunixin,-74.9361225,
E229,Furanyl fentanyl,-93.61702869,
E229,Heroin,-107.9837272,
E229,Methamphetamine,-67.38979281,
E229,Morphine,-99.86820811,
E229,Oxycodone,-111.1239367,
E24,AB-Fubinaca,-69.17858151,
E24,Acetyl fentanyl,-62.92094718,
E24,Cocaine,-68.30148452,
E24,Fentanyl,-59.29040301,
E24,Flunixin,-61.45903689,
E24,Furanyl fentanyl,-61.88422131,
E24,Heroin,-70.87613388,
E24,Methamphetamine,-53.79946266,
E24,Morphine,-73.08049408,
E24,Oxycodone,-78.17086976,
E25,AB-Fubinaca,-66.7184153,
E25,Acetyl fentanyl,-55.90526184,
E25,Cocaine,-68.32690801,
E25,Fentanyl,-62.96862477,
E25,Flunixin,-60.95807149,
E25,Furanyl fentanyl,-60.34678734,
E25,Heroin,-68.33379098,
E25,Methamphetamine,-52.29150729,
E25,Morphine,-68.03439891,
E25,Oxycodone,-72.8348725,
E2F1,AB-Fubinaca,-98.65446721,
E2F1,Acetyl fentanyl,-114.7572086,
E2F1,Cocaine,-109.918495,
E2F1,Fentanyl,-113.3553051,
E2F1,Flunixin,-97.29377732,
E2F1,Furanyl fentanyl,-116.8173884,
E2F1,Heroin,-116.0995196,
E2F1,Methamphetamine,-79.78181239,
E2F1,Morphine,-107.9037113,
E2F1,Oxycodone,-116.6484107,
E2F2,AB-Fubinaca,-80.428602,
E2F2,Acetyl fentanyl,-71.8623224,
E2F2,Cocaine,-86.04662796,
E2F2,Fentanyl,-83.4177163,
E2F2,Flunixin,-73.55801457,
E2F2,Furanyl fentanyl,-87.10279827,
E2F2,Heroin,-95.29946494,
E2F2,Methamphetamine,-66.81281876,
E2F2,Morphine,-89.79137978,
E2F2,Oxycodone,-96.4310041,
E2F3,AB-Fubinaca,-79.71310109,
E2F3,Acetyl fentanyl,-91.82328552,
E2F3,Cocaine,-94.76101093,
E2F3,Fentanyl,-82.88491348,
E2F3,Flunixin,-91.50553279,
E2F3,Furanyl fentanyl,-87.13266166,
E2F3,Heroin,-97.67995902,
E2F3,Methamphetamine,-76.14494991,
E2F3,Morphine,-98.82779144,
E2F3,Oxycodone,-99.27560109,
E2F4,AB-Fubinaca,-68.38864982,
E2F4,Acetyl fentanyl,-73.46208561,
E2F4,Cocaine,-67.20609517,
E2F4,Fentanyl,-62.46660519,
E2F4,Flunixin,-64.91816029,
E2F4,Furanyl fentanyl,-70.45474727,
E2F4,Heroin,-77.27145947,
E2F4,Methamphetamine,-46.11926685,
E2F4,Morphine,-63.17135701,
E2F4,Oxycodone,-65.58463798,
E2F5,AB-Fubinaca,-80.87692168,
E2F5,Acetyl fentanyl,-75.58379098,
E2F5,Cocaine,-80.11659836,
E2F5,Fentanyl,-75.99374317,
E2F5,Flunixin,-79.99701958,
E2F5,Furanyl fentanyl,-74.3729622,
E2F5,Heroin,-94.47534153,
E2F5,Methamphetamine,-70.83555328,
E2F5,Morphine,-93.44188297,
E2F5,Oxycodone,-97.44559654,
E6,AB-Fubinaca,-80.7255806,
E6,Acetyl fentanyl,-76.94313525,
E6,Cocaine,-82.37386612,
E6,Fentanyl,-75.74259563,
E6,Flunixin,-70.05773679,
E6,Furanyl fentanyl,-77.5888388,
E6,Heroin,-89.63192851,
E6,Methamphetamine,-59.84378871,
E6,Morphine,-84.29887295,
E6,Oxycodone,-89.3998725,
F1,AB-Fubinaca,-56.26448543,
F1,Acetyl fentanyl,-58.60998634,
F1,Cocaine,-71.69275956,
F1,Fentanyl,-66.76502277,
F1,Flunixin,-55.2035724,
F1,Furanyl fentanyl,-72.1478643,
F1,Heroin,-73.56592668,
F1,Methamphetamine,-55.33624089,
F1,Morphine,-62.81150956,
F1,Oxycodone,-68.38310337,
F10,AB-Fubinaca,-73.33568306,
F10,Acetyl fentanyl,-67.15125,
F10,Cocaine,-70.42500455,
F10,Fentanyl,-66.25998862,
F10,Flunixin,-61.61912568,
F10,Furanyl fentanyl,-69.39337659,
F10,Heroin,-75.51009335,
F10,Methamphetamine,-50.12374089,
F10,Morphine,-70.08146858,
F10,Oxycodone,-74.7626275,
F11,AB-Fubinaca,-82.09574226,
F11,Acetyl fentanyl,-78.91021858,
F11,Cocaine,-79.9285633,
F11,Fentanyl,-79.54927823,
F11,Flunixin,-66.61972678,
F11,Furanyl fentanyl,-81.47665756,
F11,Heroin,-88.99154372,
F11,Methamphetamine,-54.09044854,
F11,Morphine,-74.37259335,
F11,Oxycodone,-80.06392077,
F12,AB-Fubinaca,-73.8007969,
F12,Acetaminophen,-64.23337887,
F12,Acetyl fentanyl,-72.00573315,
F12,Alprazolam,-79.85049863,
F12,Amoxapine,-70.88615437,
F12,Amphetamine,-55.32490209,
F12,Benzocaine,-93.08385246,
F12,Benzoylecgonine,-85.94166439,
F12,Benztropine,-64.70812614,
F12,Bupropion,-65.83854053,
F12,Caffeine,-86.56084927,
F12,Chlorpromazine,-54.63378871,
F12,Citalopram,-66.1957582,
F12,Clomipramine,-59.77714253,
F12,Clonazepam,-76.0375,
F12,Clonixin,-68.57034836,
F12,Cocaine,-77.20195128,
F12,Codeine,-70.32008197,
F12,Diazepam,-59.62836521,
F12,Diphenhydramine,-58.31059426,
F12,Dopac,-66.38463115,
F12,Dopamine,-63.6435724,
F12,Ephedrine,-60.58775273,
F12,Epinephrine,-63.74345173,
F12,Ethylone,-67.48950364,
F12,Fentanyl,-78.25438525,
F12,Flunixin,-70.36135701,
F12,Fluoxetine,-61.55951275,
F12,Furanyl fentanyl,-78.64016393,
F12,GABA,-59.09101321,
F12,Glycine,-51.80225865,
F12,Heroin,-76.85671676,
F12,Homovanillic acid,-68.98225865,
F12,Ibuprofen,-63.86670537,
F12,LSD,-77.82814663,
F12,Lactose,-108.4625228,
F12,Levamisole,-71.62386384,
F12,Lidocaine,-69.82814663,
F12,Lorazepam,-65.0006398,
F12,M3P1P,-78.04058743,
F12,MDMA,-72.8264071,
F12,Mannitol,-82.34373179,
F12,Mephedrone,-64.43843579,
F12,Methadone,-47.63349271,
F12,Methamphetamine,-55.16724271,
F12,Methylenedioxypyrovalerone,-71.88110428,
F12,Methylphenidate,-61.81903689,
F12,Morphine,-69.99064663,
F12,Naloxone,-74.68599271,
F12,Naltrexone,-82.09059426,
F12,Nicotine,-65.72358151,
F12,Norepinephrine,-71.84618169,
F12,Normorphine,-82.09059426,
F12,Oxycodone,-77.86008652,
F12,Papaverine,-62.7212204,
F12,Phenylalanine,-64.90748634,
F12,Pholedrine,-63.72255237,
F12,Procaine,-78.95114299,
F12,Pseudoephedrine,-55.38742714,
F12,Quinine,-74.86891849,
F12,Scopolamine,-129.2855692,
F12,Serotonin,-66.21413251,
F12,Sumatriptan,-75.98622495,
F12,Tramadol,-63.72841985,
F12,L-Tryptophan,-69.84714026,
F12,Tyramine,-58.22398907,
F12,Tyrosine,-66.89374317,
F12,Xylazine,-58.56122268,
F12,"N,N-dimethyltryptamine",-65.82356785,
F13,AB-Fubinaca,-70.69668716,
F13,Acetaminophen,-52.78153916,
