AptamerID,Target,MeanEnergy,
AMB2P,(+)-Methamphetamine,-41.23315118,
AMB2P,Morphine,-52.06074909,
AMB2P,Oxycodone,-57.71710383,
AMB3,AB-Fubinaca,-55.91553051,
AMB3,Acetyl fentanyl,-57.66233379,
AMB3,Cocaine,-49.93634563,
AMB3,Fentanyl,-48.89493852,
AMB3,Flunixin,-57.74001138,
AMB3,Furanyl fentanyl,-48.48824909,
AMB3,Heroin,-57.2664071,
AMB3,(+)-Methamphetamine,-42.14280965,
AMB3,Morphine,-50.19940118,
AMB3,Oxycodone,-56.48995674,
AMB5,AB-Fubinaca,-58.42275956,
AMB5,Acetyl fentanyl,-48.03272541,
AMB5,Cocaine,-54.75493169,
AMB5,Fentanyl,-48.49605874,
AMB5,Flunixin,-54.76096311,
AMB5,Furanyl fentanyl,-50.87301002,
AMB5,Heroin,-61.03783015,
AMB5,(+)-Methamphetamine,-44.28493397,
AMB5,Morphine,-54.70569672,
AMB5,Oxycodone,-58.48123634,
AMB7,AB-Fubinaca,-65.92853142,
AMB7,Acetyl fentanyl,-78.2190551,
AMB7,Cocaine,-64.23663934,
AMB7,Fentanyl,-60.50389344,
AMB7,Flunixin,-70.85510701,
AMB7,Furanyl fentanyl,-61.42148452,
AMB7,Heroin,-79.6571949,
AMB7,(+)-Methamphetamine,-56.17518443,
AMB7,Morphine,-69.98568078,
AMB7,Oxycodone,-73.29153689,
E1,AB-Fubinaca,-125.9474271,
E1,Acetyl fentanyl,-148.9214777,
E1,Cocaine,-133.9190938,
E1,Fentanyl,-128.9611521,
E1,Flunixin,-112.3531626,
E1,Furanyl fentanyl,-140.1404804,
E1,Heroin,-146.817377,
E1,(+)-Methamphetamine,-90.98163707,
E1,Morphine,-124.3469444,
E1,Oxycodone,-136.0949044,
E2,AB-Fubinaca,-78.3682878,
E2,Acetyl fentanyl,-81.19221311,
E2,Cocaine,-69.85640938,
E2,Fentanyl,-75.02214026,
E2,Flunixin,-74.72293716,
E2,Furanyl fentanyl,-71.49655965,
E2,Heroin,-82.15874545,
E2,(+)-Methamphetamine,-56.42890938,
E2,Morphine,-77.33923953,
E2,Oxycodone,-80.69769353,
E211,AB-Fubinaca,-77.37530738,
E211,Acetyl fentanyl,-71.36932832,
E211,Cocaine,-73.82741803,
E211,Fentanyl,-69.09095628,
E211,Flunixin,-65.43712204,
E211,Furanyl fentanyl,-73.78102459,
E211,Heroin,-79.52921448,
E211,(+)-Methamphetamine,-53.36534153,
E211,Morphine,-71.98224954,
E211,Oxycodone,-78.91851548,
E213,AB-Fubinaca,-88.8046061,
E213,Acetyl fentanyl,-94.5058857,
E213,Cocaine,-99.60876366,
E213,Fentanyl,-89.45817623,
E213,Flunixin,-79.81075364,
E213,Furanyl fentanyl,-98.48973133,
E213,Heroin,-110.4133083,
E213,(+)-Methamphetamine,-67.75732696,
E213,Morphine,-93.14520719,
E213,Oxycodone,-100.7329189,
E2-16,AB-Fubinaca,-69.26146175,
E2-16,Acetaminophen,-69.0592031,
E2-16,Acetyl fentanyl,-64.41449454,
E2-16,Alprazolam,-80.55576503,
E2-16,Amoxapine,-71.07711749,
E2-16,Amphetamine,-64.09192623,
E2-16,Benzocaine,-103.9120492,
E2-16,Benzoylecgonine,-78.6308561,
E2-16,Benztropine,-50.80125683,
E2-16,Bupropion,-66.90706284,
E2-16,Caffeine,-96.8588775,
E2-16,Chlorpromazine,-51.69795537,
E2-16,Citalopram,-55.3117122,
E2-16,Clomipramine,-41.46955146,
E2-16,Clonazepam,-80.0983561,
E2-16,Clonixin,-68.96794399,
E2-16,Cocaine,-71.54604281,
E2-16,Codeine,-67.83508197,
E2-16,Diazepam,-61.41141849,
E2-16,Diphenhydramine,-50.06930783,
E2-16,Dopac,-75.95867942,
E2-16,Dopamine,-78.13353825,
E2-16,Ephedrine,-72.74632741,
E2-16,Epinephrine,-78.7286908,
E2-16,Ethylone,-75.9424704,
E2-16,Fentanyl,-56.95730874,
E2-16,Flunixin,-68.40289845,
E2-16,Fluoxetine,-49.17246585,
E2-16,Furanyl fentanyl,-61.04443306,
E2-16,GABA,-74.73778689,
E2-16,Glycine,-66.23929417,
E2-16,Heroin,-73.36568078,
E2-16,HomovanillicAcid,-74.54282104,
E2-16,Ibuprofen,-66.69275046,
E2-16,LSD,-70.8397837,
E2-16,Lactose,-119.5772404,
E2-16,Levamisole,-68.43465392,
E2-16,Lidocaine,-66.35967668,
E2-16,Lorazepam,-63.89407787,
E2-16,M3P1P,-80.06602459,
E2-16,MDMA,-77.34939208,
E2-16,Mannitol,-103.5943465,
E2-16,Mephedrone,-67.60225182,
E2-16,Methadone,-44.87038024,
E2-16,(+)-Methamphetamine,-64.12708789,
E2-16,Methylenedioxypyrovalerone,-64.01490437,
E2-16,Methylphenidate,-66.18937158,
E2-16,Morphine,-74.8351184,
E2-16,Naloxone,-73.71978142,
E2-16,Naltrexone,-72.51849727,
E2-16,Nicotine,-74.55947632,
E2-16,Norepinephrine,-82.80967213,
E2-16,Normorphine,-72.51849727,
E2-16,Oxycodone,-77.07792122,
E2-16,Papaverine,-66.58013434,
E2-16,Phenylalanine,-75.13134335,
E2-16,Pholedrine,-70.54359973,
E2-16,Procaine,-76.345148,
E2-16,(+)-Pseudoephedrine,-69.99775729,
E2-16,Quinine,-68.41559199,
E2-16,Scopolamine,-126.5004281,
E2-16,Serotonin,-75.38251821,
E2-16,Sumatriptan,-73.68895947,
E2-16,Tramadol,-61.2764276,
E2-16,Tryptophan,-82.02630237,
E2-16,Tyramine,-70.11131603,
E2-16,Tyrosine,-83.43096084,
E2-16,Xylazine,-59.04499545,
E2-16,"N,N-dimethyltryptamine",-68.09954918
E22,AB-Fubinaca,-126.2017532,
E22,Acetyl fentanyl,-114.1502869,
E22,Cocaine,-108.4102505,
E22,Fentanyl,-116.4376457,
E22,Flunixin,-113.1177026,
E22,Furanyl fentanyl,-107.532541,
E22,Heroin,-122.4084176,
E22,(+)-Methamphetamine,-101.6816781,
E22,Morphine,-132.9579964,
E22,Oxycodone,-143.5740209,
E220,AB-Fubinaca,-80.02840619,
E220,Acetyl fentanyl,-75.44719945,
E220,Cocaine,-79.53094945,
E220,Fentanyl,-74.31375683,
E220,Flunixin,-71.19609062,
E220,Furanyl fentanyl,-79.72993397,
E220,Heroin,-88.93617714,
E220,(+)-Methamphetamine,-57.80116348,
E220,Morphine,-78.12005009,
E220,Oxycodone,-83.90540756,
E221,AB-Fubinaca,-72.3492031,
E221,Acetyl fentanyl,-70.69112933,
E221,Cocaine,-69.82375455,
E221,Fentanyl,-67.65955829,
E221,Flunixin,-69.14686475,
E221,Furanyl fentanyl,-73.16933515,
E221,Heroin,-79.32131831,
E221,(+)-Methamphetamine,-53.60606102,
E221,Morphine,-63.00014117,
E221,Oxycodone,-68.9015847,
E224,AB-Fubinaca,-65.464301,
E224,Acetyl fentanyl,-64.35637067,
E224,Cocaine,-64.14138661,
E224,Fentanyl,-63.06336749,
E224,Flunixin,-66.30570128,
E224,Furanyl fentanyl,-63.32112705,
E224,Heroin,-62.9053051,
E224,(+)-Methamphetamine,-50.1641143,
E224,Morphine,-60.35550091,
E224,Oxycodone,-65.07861111,
E225,AB-Fubinaca,-83.35632286,
E225,Acetyl fentanyl,-85.1534449,
E225,Cocaine,-98.76539845,
E225,Fentanyl,-92.33155738,
E225,Flunixin,-73.81242486,
E225,Furanyl fentanyl,-97.85777778,
E225,Heroin,-117.1335701,
E225,(+)-Methamphetamine,-62.74541894,
E225,Morphine,-94.38341985,
E225,Oxycodone,-94.75570128,
E226,AB-Fubinaca,-81.58160291,
E226,Acetyl fentanyl,-82.17107013,
E226,Cocaine,-87.8114276,
E226,Fentanyl,-85.10251821,
E226,Flunixin,-72.84726776,
E226,Furanyl fentanyl,-88.522352,
E226,Heroin,-89.4370469,
E226,(+)-Methamphetamine,-62.20327413,
E226,Morphine,-85.46784608,
E226,Oxycodone,-92.0817122,
E229,AB-Fubinaca,-89.84543716,
E229,Acetyl fentanyl,-84.6869194,
E229,Cocaine,-104.9025364,
E229,Fentanyl,-90.51126594,
E229,Flunixin,-74.9361225,
E229,Furanyl fentanyl,-93.61702869,
E229,Heroin,-107.9837272,
E229,(+)-Methamphetamine,-67.38979281,
E229,Morphine,-99.86820811,
E229,Oxycodone,-111.1239367,
E24,AB-Fubinaca,-69.17858151,
E24,Acetyl fentanyl,-62.92094718,
E24,Cocaine,-68.30148452,
E24,Fentanyl,-59.29040301,
E24,Flunixin,-61.45903689,
E24,Furanyl fentanyl,-61.88422131,
E24,Heroin,-70.87613388,
E24,(+)-Methamphetamine,-53.79946266,
E24,Morphine,-73.08049408,
E24,Oxycodone,-78.17086976,
E25,AB-Fubinaca,-66.7184153,
E25,Acetyl fentanyl,-55.90526184,
E25,Cocaine,-68.32690801,
E25,Fentanyl,-62.96862477,
E25,Flunixin,-60.95807149,
E25,Furanyl fentanyl,-60.34678734,
E25,Heroin,-68.33379098,
E25,(+)-Methamphetamine,-52.29150729,
E25,Morphine,-68.03439891,
E25,Oxycodone,-72.8348725,
E2F1,AB-Fubinaca,-98.65446721,
E2F1,Acetyl fentanyl,-114.7572086,
E2F1,Cocaine,-109.918495,
E2F1,Fentanyl,-113.3553051,
E2F1,Flunixin,-97.29377732,
E2F1,Furanyl fentanyl,-116.8173884,
E2F1,Heroin,-116.0995196,
E2F1,(+)-Methamphetamine,-79.78181239,
E2F1,Morphine,-107.9037113,
E2F1,Oxycodone,-116.6484107,
E2F2,AB-Fubinaca,-80.428602,
E2F2,Acetyl fentanyl,-71.8623224,
E2F2,Cocaine,-86.04662796,
E2F2,Fentanyl,-83.4177163,
E2F2,Flunixin,-73.55801457,
E2F2,Furanyl fentanyl,-87.10279827,
E2F2,Heroin,-95.29946494,
E2F2,(+)-Methamphetamine,-66.81281876,
E2F2,Morphine,-89.79137978,
E2F2,Oxycodone,-96.4310041,
E2F3,AB-Fubinaca,-79.71310109,
E2F3,Acetyl fentanyl,-91.82328552,
E2F3,Cocaine,-94.76101093,
E2F3,Fentanyl,-82.88491348,
E2F3,Flunixin,-91.50553279,
E2F3,Furanyl fentanyl,-87.13266166,
E2F3,Heroin,-97.67995902,
E2F3,(+)-Methamphetamine,-76.14494991,
E2F3,Morphine,-98.82779144,
E2F3,Oxycodone,-99.27560109,
E2F4,AB-Fubinaca,-68.38864982,
E2F4,Acetyl fentanyl,-73.46208561,
E2F4,Cocaine,-67.20609517,
E2F4,Fentanyl,-62.46660519,
E2F4,Flunixin,-64.91816029,
E2F4,Furanyl fentanyl,-70.45474727,
E2F4,Heroin,-77.27145947,
E2F4,(+)-Methamphetamine,-46.11926685,
E2F4,Morphine,-63.17135701,
E2F4,Oxycodone,-65.58463798,
E2F5,AB-Fubinaca,-80.87692168,
E2F5,Acetyl fentanyl,-75.58379098,
E2F5,Cocaine,-80.11659836,
E2F5,Fentanyl,-75.99374317,
E2F5,Flunixin,-79.99701958,
E2F5,Furanyl fentanyl,-74.3729622,
E2F5,Heroin,-94.47534153,
E2F5,(+)-Methamphetamine,-70.83555328,
E2F5,Morphine,-93.44188297,
E2F5,Oxycodone,-97.44559654,
E6,AB-Fubinaca,-80.7255806,
E6,Acetyl fentanyl,-76.94313525,
E6,Cocaine,-82.37386612,
E6,Fentanyl,-75.74259563,
E6,Flunixin,-70.05773679,
E6,Furanyl fentanyl,-77.5888388,
E6,Heroin,-89.63192851,
E6,(+)-Methamphetamine,-59.84378871,
E6,Morphine,-84.29887295,
E6,Oxycodone,-89.3998725,
F1,AB-Fubinaca,-56.26448543,
F1,Acetyl fentanyl,-58.60998634,
F1,Cocaine,-71.69275956,
F1,Fentanyl,-66.76502277,
F1,Flunixin,-55.2035724,
F1,Furanyl fentanyl,-72.1478643,
F1,Heroin,-73.56592668,
F1,(+)-Methamphetamine,-55.33624089,
F1,Morphine,-62.81150956,
F1,Oxycodone,-68.38310337,
F10,AB-Fubinaca,-73.33568306,
F10,Acetyl fentanyl,-67.15125,
F10,Cocaine,-70.42500455,
F10,Fentanyl,-66.25998862,
F10,Flunixin,-61.61912568,
F10,Furanyl fentanyl,-69.39337659,
F10,Heroin,-75.51009335,
F10,(+)-Methamphetamine,-50.12374089,
F10,Morphine,-70.08146858,
F10,Oxycodone,-74.7626275,
F11,AB-Fubinaca,-82.09574226,
F11,Acetyl fentanyl,-78.91021858,
F11,Cocaine,-79.9285633,
F11,Fentanyl,-79.54927823,
F11,Flunixin,-66.61972678,
F11,Furanyl fentanyl,-81.47665756,
F11,Heroin,-88.99154372,
F11,(+)-Methamphetamine,-54.09044854,
F11,Morphine,-74.37259335,
F11,Oxycodone,-80.06392077,
F12,AB-Fubinaca,-73.8007969,
F12,Acetyl fentanyl,-72.00573315,
F12,Cocaine,-77.20195128,
F12,Fentanyl,-78.25438525,
F12,Flunixin,-70.36135701,
F12,Furanyl fentanyl,-78.64016393,
F12,Heroin,-76.85671676,
F12,(+)-Methamphetamine,-55.16724271,
F12,Morphine,-69.99064663,
F12,Oxycodone,-77.86008652,
F13,AB-Fubinaca,-70.69668716,
F13,Acetyl fentanyl,-61.91278689,
F13,Cocaine,-69.73179189,
F13,Fentanyl,-63.14855647,
F13,Flunixin,-60.46095628,
F13,Furanyl fentanyl,-64.91088342,
F13,Heroin,-75.57770264,
F13,(+)-Methamphetamine,-50.05988616,
F13,Morphine,-68.05524818,
F13,Oxycodone,-74.16655738,
F14,AB-Fubinaca,-64.89003415,
F14,Acetyl fentanyl,-51.99272996,
F14,Cocaine,-58.54484745,
F14,Fentanyl,-52.93656193,
F14,Flunixin,-56.67597222,
F14,Furanyl fentanyl,-51.51410519,
F14,Heroin,-56.64154144,
F14,(+)-Methamphetamine,-42.88605874,
F14,Morphine,-53.5196061,
F14,Oxycodone,-56.6239959,
F15,AB-Fubinaca,-62.75261612,
F15,Acetyl fentanyl,-58.83133197,
F15,Cocaine,-73.53125,
F15,Fentanyl,-60.59995446,
F15,Flunixin,-72.47212659,
F15,Furanyl fentanyl,-61.4438775,
F15,Heroin,-62.92099727,
F15,(+)-Methamphetamine,-64.86990437,
F15,Morphine,-81.54958561,
F15,Oxycodone,-90.720551,
F16,AB-Fubinaca,-95.76234062,
F16,Acetyl fentanyl,-97.36117031,
F16,Cocaine,-94.70270264,
F16,Fentanyl,-96.20468124,
F16,Flunixin,-87.66372268,
F16,Furanyl fentanyl,-95.50623406,
F16,Heroin,-104.2860997,
F16,(+)-Methamphetamine,-78.13052823,
F16,Morphine,-96.56474044,
F16,Oxycodone,-105.6416257,
F17,AB-Fubinaca,-87.53221767,
F17,Acetyl fentanyl,-105.3003689,
F17,Cocaine,-114.6052004,
F17,Fentanyl,-113.9559039,
F17,Flunixin,-87.72390483,
F17,Furanyl fentanyl,-118.783898,
F17,Heroin,-104.4603484,
F17,(+)-Methamphetamine,-73.99898907,
F17,Morphine,-98.20805328,
F17,Oxycodone,-108.5012409,
F18,AB-Fubinaca,-69.23221767,
F18,Acetyl fentanyl,-73.70275729,
F18,Cocaine,-66.49531876,
F18,Fentanyl,-58.16937158,
F18,Flunixin,-61.42742031,
F18,Furanyl fentanyl,-60.35140027,
F18,Heroin,-77.08034608,
F18,(+)-Methamphetamine,-51.29402095,
F18,Morphine,-68.97369991,
F18,Oxycodone,-74.3082969,
F19,AB-Fubinaca,-72.43280965,
F19,Acetyl fentanyl,-82.42014344,
F19,Cocaine,-83.53992259,
F19,Fentanyl,-68.01273907,
F19,Flunixin,-71.00708561,
F19,Furanyl fentanyl,-84.36755009,
F19,Heroin,-93.19111566,
F19,(+)-Methamphetamine,-67.01287796,
F19,Morphine,-87.54367031,
F19,Oxycodone,-91.47190118,
F2,AB-Fubinaca,-71.18710383,
F2,Acetyl fentanyl,-69.6067031,
F2,Cocaine,-72.60492031,
F2,Fentanyl,-73.33372951,
F2,Flunixin,-65.77935565,
F2,Furanyl fentanyl,-75.51583561,
F2,Heroin,-75.04323315,
F2,(+)-Methamphetamine,-54.4464663,
F2,Morphine,-69.61656876,
F2,Oxycodone,-75.24650273,
F20,AB-Fubinaca,-90.7656102,
F20,Acetyl fentanyl,-94.92457423,
F20,Cocaine,-90.09052368,
F20,Fentanyl,-93.82195583,
F20,Flunixin,-81.32288707,
F20,Furanyl fentanyl,-95.75299636,
F20,Heroin,-100.597138,
F20,(+)-Methamphetamine,-66.08043944,
F20,Morphine,-88.18042122,
F20,Oxycodone,-93.31717213,
F21,AB-Fubinaca,-73.66945128,
F21,Acetyl fentanyl,-76.8642714,
F21,Cocaine,-84.78509107,
F21,Fentanyl,-84.48559426,
F21,Flunixin,-65.43059199,
F21,Furanyl fentanyl,-95.72696038,
F21,Heroin,-91.00472678,
F21,(+)-Methamphetamine,-57.99170082,
F21,Morphine,-77.96189208,
F21,Oxycodone,-83.84370902,
F22,AB-Fubinaca,-103.7235974,
F22,Acetyl fentanyl,-136.8055396,
F22,Cocaine,-119.9012386,
F22,Fentanyl,-131.1387568,
F22,Flunixin,-100.5535906,
F22,Furanyl fentanyl,-134.1752095,
F22,Heroin,-121.7586179,
F22,(+)-Methamphetamine,-88.20391166,
F22,Morphine,-119.7642372,
F22,Oxycodone,-129.5640779,
F23,AB-Fubinaca,-84.21763206,
F23,Acetyl fentanyl,-78.98229053,
F23,Cocaine,-90.06116576,
F23,Fentanyl,-87.89541211,
F23,Flunixin,-83.1535929,
F23,Furanyl fentanyl,-94.74508652,
F23,Heroin,-99.18048497,
F23,(+)-Methamphetamine,-67.60493169,
F23,Morphine,-88.42809882,
F23,Oxycodone,-95.62200592,
F24,AB-Fubinaca,-65.93933743,
F24,Acetyl fentanyl,-66.86316485,
F24,Cocaine,-64.51595173,
F24,Fentanyl,-61.7225592,
F24,Flunixin,-64.76589253,
F24,Furanyl fentanyl,-67.25997951,
F24,Heroin,-70.76872951,
F24,(+)-Methamphetamine,-53.28549863,
F24,Morphine,-69.01819444,
F24,Oxycodone,-73.42342213,
F25,AB-Fubinaca,-74.30300091,
F25,Acetyl fentanyl,-72.42233607,
F25,Cocaine,-73.128602,
F25,Fentanyl,-73.39977004,
F25,Flunixin,-77.22107468,
F25,Furanyl fentanyl,-70.71024362,
F25,Heroin,-81.07673497,
F25,(+)-Methamphetamine,-61.94893443,
F25,Morphine,-75.74311931,
F25,Oxycodone,-81.15226548,
F26,AB-Fubinaca,-93.58720628,
F26,Acetyl fentanyl,-103.6579463,
F26,Cocaine,-118.0441029,
F26,Fentanyl,-75.93608834,
F26,Flunixin,-87.634852,
F26,Furanyl fentanyl,-89.0497541,
F26,Heroin,-138.7733971,
F26,(+)-Methamphetamine,-82.36426685,
F26,Morphine,-123.139153,
F26,Oxycodone,-132.80699,
F27,AB-Fubinaca,-89.5767327,
F27,Acetyl fentanyl,-105.378577,
F27,Cocaine,-101.0439299,
F27,Fentanyl,-99.83640938,
F27,Flunixin,-85.33470856,
F27,Furanyl fentanyl,-102.7967942,
F27,Heroin,-107.9829258,
F27,(+)-Methamphetamine,-73.2576776,
F27,Morphine,-97.7672245,
F27,Oxycodone,-104.5143488,
F28,AB-Fubinaca,-62.99906421,
F28,Acetyl fentanyl,-63.30912796,
F28,Cocaine,-67.85518443,
F28,Fentanyl,-57.2948429,
F28,Flunixin,-57.59515938,
F28,Furanyl fentanyl,-68.02845856,
F28,Heroin,-73.27350182,
F28,(+)-Methamphetamine,-50.30449454,
F28,Morphine,-60.53017987,
F28,Oxycodone,-66.80595173,
F3,AB-Fubinaca,-74.2364367,
F3,Acetyl fentanyl,-70.83090847,
F3,Cocaine,-86.33192395,
F3,Fentanyl,-86.92330146,
F3,Flunixin,-72.83553506,
F3,Furanyl fentanyl,-84.47581967,
F3,Heroin,-87.78503188,
F3,(+)-Methamphetamine,-63.40084927,
F3,Morphine,-73.61594035,
F3,Oxycodone,-81.01932377,
F4,AB-Fubinaca,-69.97396175,
F4,Acetyl fentanyl,-60.96906876,
F4,Cocaine,-65.28556466,
F4,Fentanyl,-55.55524362,
F4,Flunixin,-64.68254098,
F4,Furanyl fentanyl,-59.08446038,
F4,Heroin,-68.22401639,
F4,(+)-Methamphetamine,-48.19444444,
F4,Morphine,-58.06758652,
F4,Oxycodone,-61.90815346,
F5,AB-Fubinaca,-70.48058515,
F5,Acetyl fentanyl,-99.50313525,
F5,Cocaine,-93.47158698,
F5,Fentanyl,-86.780148,
F5,Flunixin,-65.67632514,
F5,Furanyl fentanyl,-96.48286202,
F5,Heroin,-87.21395947,
F5,(+)-Methamphetamine,-68.0805806,
F5,Morphine,-83.4625296,
F5,Oxycodone,-89.45577413,
F6,AB-Fubinaca,-97.39354508,
F6,Acetyl fentanyl,-98.4535041,
F6,Cocaine,-103.8859062,
F6,Fentanyl,-104.9376685,
F6,Flunixin,-93.08012523,
F6,Furanyl fentanyl,-103.0006557,
F6,Heroin,-105.0415665,
F6,(+)-Methamphetamine,-80.99162113,
F6,Morphine,-105.7950797,
F6,Oxycodone,-113.8896607,
F7,AB-Fubinaca,-71.74307605,
F7,Acetyl fentanyl,-70.89370446,
F7,Cocaine,-83.35264117,
F7,Fentanyl,-76.63775273,
F7,Flunixin,-82.28132969,
F7,Furanyl fentanyl,-76.10069444,
F7,Heroin,-81.7445765,
F7,(+)-Methamphetamine,-76.43209472,
F7,Morphine,-72.16993397,
F7,Oxycodone,-78.06333106,
F8,AB-Fubinaca,-87.85541439,
F8,Acetyl fentanyl,-86.83474271,
F8,Cocaine,-84.46198998,
F8,Fentanyl,-86.51747495,
F8,Flunixin,-73.18405738,
F8,Furanyl fentanyl,-90.22568761,
F8,Heroin,-88.82135929,
F8,(+)-Methamphetamine,-60.54134335,
F8,Morphine,-84.06346539,
F8,Oxycodone,-91.03927368,
F9,AB-Fubinaca,-63.97070811,
F9,Acetyl fentanyl,-52.55895036,
F9,Cocaine,-73.37122268,
F9,Fentanyl,-65.25034608,
F9,Flunixin,-57.93876594,
F9,Furanyl fentanyl,-66.9090847,
F9,Heroin,-70.49504554,
F9,(+)-Methamphetamine,-52.24464253,
F9,Morphine,-69.20603825,
F9,Oxycodone,-73.06559654,
FL1,AB-Fubinaca,-95.80484062,
FL1,Acetyl fentanyl,-107.2935474,
FL1,Cocaine,-115.4906626,
FL1,Fentanyl,-105.5796266,
FL1,Flunixin,-95.69424863,
FL1,Furanyl fentanyl,-111.6914435,
FL1,Heroin,-123.0062386,
FL1,(+)-Methamphetamine,-83.52020947,
FL1,Morphine,-115.6976389,
FL1,Oxycodone,-121.6106466,
FL2,AB-Fubinaca,-81.42322404,
FL2,Acetyl fentanyl,-80.62886384,
FL2,Cocaine,-82.25240209,
FL2,Fentanyl,-82.90325592,
FL2,Flunixin,-71.87844718,
FL2,Furanyl fentanyl,-86.20754781,
FL2,Heroin,-87.08181239,
FL2,(+)-Methamphetamine,-58.50260929,
FL2,Morphine,-75.64494308,
FL2,Oxycodone,-83.03886384,
FL3,AB-Fubinaca,-98.36620674,
FL3,Acetyl fentanyl,-106.9355669,
FL3,Cocaine,-107.738898,
FL3,Fentanyl,-107.3302254,
FL3,Flunixin,-92.84928506,
FL3,Furanyl fentanyl,-110.1538115,
FL3,Heroin,-119.0480373,
FL3,(+)-Methamphetamine,-77.95963115,
FL3,Morphine,-109.9686202,
FL3,Oxycodone,-114.6206853,
FL4,AB-Fubinaca,-100.876316,
FL4,Acetyl fentanyl,-100.2621858,
FL4,Cocaine,-89.32738388,
FL4,Fentanyl,-96.06210383,
FL4,Flunixin,-88.05006148,
FL4,Furanyl fentanyl,-91.02775956,
FL4,Heroin,-113.1561111,
FL4,(+)-Methamphetamine,-73.70064663,
FL4,Morphine,-105.4149977,
FL4,Oxycodone,-111.3962477,
FUB1,AB-Fubinaca,-66.93172814,
FUB1,Acetyl fentanyl,-55.62582423,
FUB1,Cocaine,-68.31141393,
FUB1,Fentanyl,-64.16423042,
FUB1,Flunixin,-59.34406421,
FUB1,Furanyl fentanyl,-67.82372268,
FUB1,Heroin,-74.10415984,
FUB1,(+)-Methamphetamine,-43.59306239,
FUB1,Morphine,-58.58523224,
FUB1,Oxycodone,-63.77282332,
FUB10,AB-Fubinaca,-64.3615847,
FUB10,Acetyl fentanyl,-61.09423042,
FUB10,Cocaine,-61.08214481,
FUB10,Fentanyl,-56.58419627,
FUB10,Flunixin,-61.92193534,
FUB10,Furanyl fentanyl,-58.62688752,
FUB10,Heroin,-78.19369308,
FUB10,(+)-Methamphetamine,-45.29421903,
FUB10,Morphine,-60.88788934,
